 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
47.3,De Publieke Sector Innovatie (PSI)-instelling is opgericht / zal worden opgericht in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de De Publieke Sector Innovatie (PSI)-instelling is opgericht / zal worden opgericht in (jaar) ? 

ANTWOORD: De PSI-instelling is opgericht in 2017. 
VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI), indien ja, wat is de De Publieke Sector Innovatie (PSI)-instelling is opgericht / zal worden opgericht in (jaar) ? 

ANTWOORD: De PSI-instelling is opgericht in 2017. ","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de De Publieke Sector Innovatie (PSI)-instelling is opgericht / zal worden opgericht in (jaar) ? 

ANTWOORD:"
47.4,Focusgebieden van de Publieke Sector Innovatie (PSI)-instelling (Innovatielab),"0= Onbekend, 1= Digitale Vaardigheden, 2= Publieke Sector Innovatie, 3= Digitale Vaardigheden + Publieke Sector Innovatie, 4= Anders","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Digitale Vaardigheden, 2= Publieke Sector Innovatie, 3= Digitale Vaardigheden + Publieke Sector Innovatie, 4= Anders  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Focusgebieden van de Publieke Sector Innovatie (PSI)-instelling (Innovatielab) ? 

ANTWOORD: In de volgende tabel vindt u een overzicht van de PSI-instellingen en hun focusgebieden. PSI-instellingen richten zich op innovatie in de publieke sector en zijn daarmee een aanvulling op het bestaande aanbod aan innovatie-instrumenten. Zij richten zich op de volgende thema's: 
1. Open Overheidsbestuur 
2. Veiligheid en Justitie 
3. Duurzaamheid 
4. Zorg en Welz","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Digitale Vaardigheden, 2= Publieke Sector Innovatie, 3= Digitale Vaardigheden + Publieke Sector Innovatie, 4= Anders  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Focusgebieden van de Publieke Sector Innovatie (PSI)-instelling (Innovatielab) ? 

ANTWOORD:"
47.5,Is er enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Is er enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector? ? 

ANTWOORD: 
Er zijn geen overheidsentiteiten die zich richten op innovatie in de publieke sector (PSI). 
Er is geen samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector. 
Er zijn geen overheidsentiteiten die zich richten op innovatie in de publieke sector (PSI). Er is geen samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector. 
Er zijn geen overheidsent","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Is er enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector? ? 

ANTWOORD:"
47.5.1,Indien enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector > is er financiële ondersteuning/stimulans voor private GovTech-entiteiten?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Indien enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector > is er financiële ondersteuning/stimulans voor private GovTech-entiteiten? ? 

ANTWOORD: 
 Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Indien enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector > is er financiële ondersteuning/stimulans voor private GovTech-entiteiten? ? 
 Nee 
 Nee 
 Ja 
 Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Indien enige samenwerking op het gebied van Publieke Sector Innovatie (PSI) met de private sector > is er financiële ondersteuning/stimulans voor private GovTech-entiteiten? ? 

ANTWOORD:"
47.6,Publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling? ? 

ANTWOORD: Er is geen overheidsentiteit die zich richt op innovatie in de publieke sector (PSI). ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling? ? 

ANTWOORD:"
47.6.1,Indien publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Indien publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, de Rijksdienst voor Ondernemend Nederland (RVO). De RVO-website biedt informatie over PSI. 
VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI), indien ja, wat is de Indien publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling > Ondersteunend document (rapport / URL) ? 
ANTWOORD: Ja, de","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Indien publicatie van de jaarlijkse prestaties/resultaten van de Publieke Sector Innovatie (PSI)-instelling > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
48,Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector? ? 

ANTWOORD: Ja. 
Documenten. 
 Kamerbrief: Actieplan Digitale Overheid 2021-2024Kamerbrief | 04-03-2021 
Kamerbrief | 04-03-2021 ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector? ? 

ANTWOORD:"
48.1,Nationaal beleid/strategie ter ondersteuning van GovTech-startups/investeringen (MKB),Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Nationaal beleid/strategie ter ondersteuning van GovTech-startups/investeringen (MKB) ? 

ANTWOORD: Ja, er is een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector. De Rijksbrede aanpak GovTech-startups en investeringen richt zich op het versterken van de samenwerking tussen overheid en markt. Het doel is om de positie van Nederland in de top van de wereldwijde GovTech-markt te versterken. 
Voorbeelden van beleid en strategie. 
 Voorbeelden van","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Nationaal beleid/strategie ter ondersteuning van GovTech-startups/investeringen (MKB) ? 

ANTWOORD:"
48.2,URL van het nationale beleid/strategie,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de URL van het nationale beleid/strategie ? 

ANTWOORD: Er is geen overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector in Nederland. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de URL van het nationale beleid/strategie ? 

ANTWOORD:"
48.3,Het nationale beleid/strategie is goedgekeurd / zal worden goedgekeurd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Het nationale beleid/strategie is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD: Nederland heeft een beleid dat de ontwikkeling van GovTech-startups ondersteunt. Bijvoorbeeld door het opzetten van een GovTech-fonds. Dit fonds zorgt ervoor dat GovTech-startups en scale-ups financiering krijgen om hun producten te ontwikkelen en te laten groeien. Het fonds is op 1 januari 2023 gestart. 
VRAAG: Is er een overheidsbeleid ter ondersteuning van GovT","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Het nationale beleid/strategie is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD:"
48.4,Biedt de overheid financiering aan startups/MKB voor innovatie?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Biedt de overheid financiering aan startups/MKB voor innovatie? ? 

ANTWOORD: 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
N","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Biedt de overheid financiering aan startups/MKB voor innovatie? ? 

ANTWOORD:"
48.5,Capaciteit van de overheid om online diensten te leveren via PPP's (Publiek-Private Partnerschappen),"0= Geen PPP voor online diensten 1= Ja, er bestaan PPP-regelingen voor online dienstverlening","Antwoord volgens het data-format. DATA FORMAT: 0= Geen PPP voor online diensten 1= Ja, er bestaan PPP-regelingen voor online dienstverlening  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Capaciteit van de overheid om online diensten te leveren via PPP's (Publiek-Private Partnerschappen) ? 

ANTWOORD: 
De Nederlandse overheid ondersteunt GovTech-startups en investeringen in de private sector met verschillende beleidsmaatregelen. 
VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Capaciteit van de overheid om online diensten te leveren via PPP's (Publiek-Private Partnerschappen) ? 
ANTWOORD: 
De Nederlandse overheid onderste","Antwoord volgens het data-format. DATA FORMAT: 0= Geen PPP voor online diensten 1= Ja, er bestaan PPP-regelingen voor online dienstverlening  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Capaciteit van de overheid om online diensten te leveren via PPP's (Publiek-Private Partnerschappen) ? 

ANTWOORD:"
48.6,Is er een aanbestedingsbeleid gericht op het prioriteren van biedingen van startups/MKB? (bijv. een quotum voor MKB),"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Is er een aanbestedingsbeleid gericht op het prioriteren van biedingen van startups/MKB? (bijv. een quotum voor MKB) ? 

ANTWOORD: 
0= Nee, 1= Ja 
Is er een aanbestedingsbeleid gericht op het prioriteren van biedingen van startups/MKB? (bijv. een quotum voor MKB) ? 

ANTWOORD: 
0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Is er een aanbestedingsbeleid gericht op het prioriteren van biedingen van startups/MKB? (bijv. een quotum voor MKB) ? 

ANTWOORD:"
48.6.1,Indien aanbestedingsbeleid gericht op prioriteren van biedingen van startups/MKB > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Indien aanbestedingsbeleid gericht op prioriteren van biedingen van startups/MKB > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, er is een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector. Het kabinet heeft de ambitie om de overheid een toonaangevende digitale dienstverlener te maken. Daarvoor is het nodig dat de overheid digitale producten en diensten afneemt van GovTech-startups en het MKB. Het kabinet wil dit stimuleren door middel van een aantal maatregelen. Bijvoorbe","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Indien aanbestedingsbeleid gericht op prioriteren van biedingen van startups/MKB > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
48.7,Publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie? ? 

ANTWOORD: 
Voor de ondersteuning van GovTech-startups en investeringen in de private sector zijn verschillende beleidsinstrumenten en programma’s beschikbaar. Hieronder vallen bijvoorbeeld het programma Digitale Infrastructuur Nederland (DINL), het Innovatiekrediet en de regeling Innovatieve startups en scale-ups. De resultaten en voortgang van deze programma’s worden jaarlijks gepubliceerd in de Voortgangsrapportage Digitale Overheid. Deze rapportage bev","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie? ? 

ANTWOORD:"
48.7.1,Indien publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Indien publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, het kabinet stimuleert de ontwikkeling van GovTech-startups en de investeringen in de private sector. Dit gebeurt via de volgende instrumenten: 
1. De NLGovTech-subsidie. 
2. Een lening van NLGroeit aan startups. 
3. De NLGroeit-lening aan het MKB. 
4. De Innovatiekredieten. 
5. Het Innovatiekrediet voor MKB+. 
6. Het Innov","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsbeleid ter ondersteuning van GovTech-startups en investeringen in de private sector?, indien ja, wat is de Indien publicatie van de resultaten/voortgang in de ondersteuning van startups/MKB voor innovatie > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
